##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCA_965137135.1	PRJEB85433	SAMEA117660540	CBCRVU000000000.1	na	1505723	1505723	Lactobacillus bombicola	strain=type strain: CIP110987	CIP110987T	latest	Scaffold	Major	Full	2025-02-12	CIP110987T	Collection de l'Institut Pasteur	GCF_965137135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/135/GCA_965137135.1_CIP110987T	na	na	na	haploid	bacteria	1681594	1681133	34.500000	0	12	12	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	1662	1597	65	na
GCA_965138435.1	PRJEB85433	SAMEA117660594	CBCSED000000000.1	na	1510570	1510570	Rahnella victoriana	strain=type strain: CIP111496	CIP111496T	latest	Scaffold	Major	Full	2025-02-13	CIP111496T	Collection de l'Institut Pasteur	GCF_965138435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/435/GCA_965138435.1_CIP111496T	na	na	na	haploid	bacteria	5335505	5335409	53.500000	0	42	42	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4910	4781	124	na
GCA_965138425.1	PRJEB85433	SAMEA117660593	CBCSER000000000.1	na	1510573	1510573	Rahnella bruchi	strain=type strain: CIP111495	CIP111495T	latest	Scaffold	Major	Full	2025-02-13	CIP111495T	Collection de l'Institut Pasteur	GCF_965138425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/425/GCA_965138425.1_CIP111495T	na	na	na	haploid	bacteria	5499610	5499186	52.000000	0	111	111	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5055	4934	116	na
GCA_965139465.1	PRJEB85433	SAMEA117660602	CBCSJF000000000.1	na	1530186	1530186	Palleronia rufa	strain=type strain: CIP111607	CIP111607T	latest	Contig	Major	Full	2025-02-13	CIP111607T	Collection de l'Institut Pasteur	GCF_965139465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/465/GCA_965139465.1_CIP111607T	na	assembly from type material	na	haploid	bacteria	3706041	3706041	68.000000	0	184	184	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3618	3560	54	na
GCA_965139485.1	PRJEB85433	SAMEA117660543	CBCSHQ000000000.1	na	1552123	1552123	Listeria booriae	strain=type strain: CIP111022	CIP111022T	latest	Scaffold	Major	Full	2025-02-13	CIP111022T	Collection de l'Institut Pasteur	GCF_965139485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/485/GCA_965139485.1_CIP111022T	na	assembly from type material	na	haploid	bacteria	3423549	3422988	42.000000	0	32	32	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3283	3203	79	na
GCA_965136915.1	PRJEB85433	SAMEA117660523	CBCRVO000000000.1	na	1607738	1607738	Staphylococcus argensis	strain=type strain: CIP110904	CIP110904T	latest	Scaffold	Major	Full	2025-02-12	CIP110904T	Collection de l'Institut Pasteur	GCF_965136915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/915/GCA_965136915.1_CIP110904T	na	assembly from type material	na	haploid	bacteria	2444208	2444026	39.000000	0	10	10	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2402	2305	87	na
GCA_965138705.1	PRJEB85433	SAMEA117660552	CBCSDO000000000.1	na	1628148	1628148	Rheinheimera salexigens	strain=type strain: CIP111115	CIP111115T	latest	Scaffold	Major	Full	2025-02-13	CIP111115T	Collection de l'Institut Pasteur	GCF_965138705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/705/GCA_965138705.1_CIP111115T	na	assembly from type material	na	haploid	bacteria	3437623	3437255	42.000000	0	31	31	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3183	3105	75	na
GCA_965137335.1	PRJEB85433	SAMEA117660522	CBCRZD000000000.1	na	1628248	1628248	Empedobacter stercoris	strain=type strain: CIP110833	CIP110833T	latest	Scaffold	Major	Full	2025-02-12	CIP110833T	Collection de l'Institut Pasteur	GCF_965137335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/335/GCA_965137335.1_CIP110833T	na	assembly from type material	na	haploid	bacteria	3043589	3043182	31.500000	0	110	110	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2935	2823	86	na
GCA_965139475.1	PRJEB85433	SAMEA117660600	CBCSJM000000000.1	na	1639133	1639133	Citrobacter portucalensis	strain=type strain: CIP111602	CIP111602T	latest	Contig	Major	Full	2025-02-13	CIP111602T	Collection de l'Institut Pasteur	GCF_965139475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/475/GCA_965139475.1_CIP111602T	na	na	na	haploid	bacteria	4912175	4912175	52.000000	0	53	53	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4744	4563	179	na
GCA_923077115.1	PRJEB49349	SAMEA11105424	CAKLPX000000000.1	reference genome	1641715	1641715	Sinobacterium norvegicum	strain=CECT 8267, type strain	na	latest	Contig	Major	Full	2022-02-01	Sinobacterium_norvegicum_CECT_8267_Spades_Prokka	University of Valencia, Spain	GCF_923077115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/077/115/GCA_923077115.1_Sinobacterium_norvegicum_CECT_8267_Spades_Prokka	na	na	na	haploid	bacteria	3859869	3859869	50.000000	0	13	13	University of Valencia, Spain	Annotation submitted by University of Valencia, Spain	2022-07-01	3588	3505	83	na
GCA_965136935.1	PRJEB85433	SAMEA117660528	CBCRYR000000000.1	na	1646122	1646122	Sphingomonas zeae	strain=type strain: CIP110945	CIP110945T	latest	Scaffold	Major	Full	2025-02-12	CIP110945T	Collection de l'Institut Pasteur	GCF_965136935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/935/GCA_965136935.1_CIP110945T	na	na	na	haploid	bacteria	4154098	4153980	65.500000	0	117	117	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	3902	3832	65	na
GCA_965138115.1	PRJEB85433	SAMEA117660557	CBCSCF000000000.1	na	1646373	1646373	Rouxiella silvae	strain=type strain: CIP111154	CIP111154T	latest	Scaffold	Major	Full	2025-02-13	CIP111154T	Collection de l'Institut Pasteur	GCF_965138115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/115/GCA_965138115.1_CIP111154T	na	assembly from type material	na	haploid	bacteria	5380323	5380061	50.500000	0	36	36	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5049	4929	117	na
GCA_965139205.1	PRJEB85433	SAMEA117660672	CBCSIU000000000.1	reference genome	1649130	1649130	Bordetella muralis	strain=type strain: CIP111920	CIP111920T	latest	Scaffold	Major	Full	2025-02-13	CIP111920T	Collection de l'Institut Pasteur	GCF_965139205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/205/GCA_965139205.1_CIP111920T	na	na	na	haploid	bacteria	5843394	5842745	59.500000	0	58	58	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5350	5280	61	na
GCA_965138755.1	PRJEB85433	SAMEA117660674	CBCSFP000000000.1	reference genome	1649133	1649133	Bordetella tumulicola	strain=type strain: CIP111922	CIP111922T	latest	Scaffold	Major	Full	2025-02-13	CIP111922T	Collection de l'Institut Pasteur	GCF_965138755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/755/GCA_965138755.1_CIP111922T	na	na	na	haploid	bacteria	5728846	5728188	59.500000	0	31	31	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5314	5248	62	na
GCA_965139195.1	PRJEB85433	SAMEA117660673	CBCSJH000000000.1	reference genome	1649139	1649139	Bordetella tumbae	strain=type strain: CIP111921	CIP111921T	latest	Scaffold	Major	Full	2025-02-13	CIP111921T	Collection de l'Institut Pasteur	GCF_965139195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/195/GCA_965139195.1_CIP111921T	na	na	na	haploid	bacteria	6423298	6422517	59.500000	0	89	89	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5899	5827	59	na
GCA_965139355.1	PRJEB85433	SAMEA117660551	CBCSFW000000000.1	na	1654388	1654388	Staphylococcus schweitzeri	strain=type strain: CIP111114	CIP111114T	latest	Scaffold	Major	Full	2025-02-13	CIP111114T	Collection de l'Institut Pasteur	GCF_965139355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/355/GCA_965139355.1_CIP111114T	na	na	na	haploid	bacteria	2742738	2741233	32.000000	0	34	34	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2656	2527	127	na
GCA_923079645.1	PRJEB49364	SAMEA11105426	CAKLPY000000000.1	reference genome	1681835	1681835	Emticicia aquatica	strain=CECT 8858, type strain	HMF2925	latest	Contig	Major	Full	2022-02-13	Emticicia_aquatica_CECT_8858_Spades_Prokka	University of Valencia, Spain	GCF_923079645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/079/645/GCA_923079645.1_Emticicia_aquatica_CECT_8858_Spades_Prokka	na	assembly from type material	na	haploid	bacteria	4944005	4944005	34.500000	0	27	27	University of Valencia, Spain	Annotation submitted by University of Valencia, Spain	2022-07-01	4211	4164	47	na
GCA_965137115.1	PRJEB85433	SAMEA117660532	CBCRWI000000000.1	na	1720557	1720557	Streptobacillus ratti	strain=type strain: CIP110950	CIP110950T	latest	Scaffold	Major	Full	2025-02-12	CIP110950T	Collection de l'Institut Pasteur	GCF_965137115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/115/GCA_965137115.1_CIP110950T	na	na	na	haploid	bacteria	1418037	1417944	26.000000	0	67	67	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	1353	1304	48	na
GCA_965138695.1	PRJEB85433	SAMEA117660549	CBCSCD000000000.1	na	1743162	1743162	Polynucleobacter antarcticus	strain=type strain: CIP111098	CIP111098T	latest	Scaffold	Major	Full	2025-02-13	CIP111098T	Collection de l'Institut Pasteur	GCF_965138695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/695/GCA_965138695.1_CIP111098T	na	assembly from type material	na	haploid	bacteria	2147161	2147062	45.000000	0	14	14	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2240	2189	50	na
GCA_965138595.1	PRJEB85433	SAMEA117660575	CBCSCC000000000.1	na	1743165	1743165	Polynucleobacter arcticus	strain=type strain: CIP111328	CIP111328T	latest	Scaffold	Major	Full	2025-02-13	CIP111328T	Collection de l'Institut Pasteur	GCF_965138595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/595/GCA_965138595.1_CIP111328T	na	assembly from type material	na	haploid	bacteria	2079434	2079330	46.000000	0	22	22	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2127	2074	47	na
GCA_965138095.1	PRJEB85433	SAMEA117660545	CBCSAM000000000.1	na	1755811	1755811	Paraphotobacterium marinum	strain=type strain: CIP111031	CIP111031T	latest	Scaffold	Major	Full	2025-02-12	CIP111031T	Collection de l'Institut Pasteur	GCF_965138095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/095/GCA_965138095.1_CIP111031T	na	assembly from type material	na	haploid	bacteria	2521480	2521229	31.000000	0	49	49	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2379	2311	65	na
GCA_965138545.1	PRJEB85433	SAMEA117660563	CBCSDR000000000.1	na	1756149	1756149	Elizabethkingia bruuniana	strain=type strain: CIP111191	CIP111191T	latest	Scaffold	Major	Full	2025-02-13	CIP111191T	Collection de l'Institut Pasteur	GCF_965138545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/545/GCA_965138545.1_CIP111191T	na	assembly from type material	na	haploid	bacteria	4386364	4386271	36.000000	0	28	28	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4154	4091	57	na
GCA_965139625.1	PRJEB85433	SAMEA117660615	CBCSGP000000000.1	na	1765960	1765960	Streptococcus penaeicida	strain=type strain: CIP111643	CIP111643T	latest	Scaffold	Major	Full	2025-02-13	CIP111643T	Collection de l'Institut Pasteur	GCF_965139625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/625/GCA_965139625.1_CIP111643T	na	na	na	haploid	bacteria	2018578	2018484	37.500000	0	42	42	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	2010	1939	71	na
GCA_965138015.1	PRJEB85433	SAMEA117660536	CBCSDP000000000.1	na	1776856	1776856	Isoptericola cucumis	strain=type strain: CIP110981	CIP110981T	latest	Scaffold	Major	Full	2025-02-13	CIP110981T	Collection de l'Institut Pasteur	GCF_965138015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/015/GCA_965138015.1_CIP110981T	na	na	na	haploid	bacteria	4456517	4455242	74.000000	0	191	191	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4058	3998	57	na
GCA_965138245.1	PRJEB85433	SAMEA117660535	CBCSDI000000000.1	na	1776857	1776857	Nocardioides zeicaulis	strain=type strain: CIP110980	CIP110980T	latest	Scaffold	Major	Full	2025-02-13	CIP110980T	Collection de l'Institut Pasteur	GCF_965138245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/245/GCA_965138245.1_CIP110980T	na	assembly from type material	na	haploid	bacteria	4245631	4245493	73.000000	0	111	111	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4081	4027	53	na
GCA_965139575.1	PRJEB85433	SAMEA117660590	CBCSIW000000000.1	reference genome	1778406	1778406	Comamonas aquatilis	strain=type strain: CIP111491	CIP111491T	latest	Scaffold	Major	Full	2025-02-13	CIP111491T	Collection de l'Institut Pasteur	GCF_965139575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/575/GCA_965139575.1_CIP111491T	na	assembly from type material	na	haploid	bacteria	4829729	4829526	61.000000	0	55	55	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4453	4360	80	na
GCA_965138455.1	PRJEB85433	SAMEA117660596	CBCSFG000000000.1	na	1785161	1785161	Pseudomonas wadenswilerensis	strain=type strain: CIP111526	CIP111526T	latest	Scaffold	Major	Full	2025-02-13	CIP111526T	Collection de l'Institut Pasteur	GCF_965138455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/455/GCA_965138455.1_CIP111526T	na	na	na	haploid	bacteria	5918142	5917888	62.500000	0	72	72	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5510	5394	115	na
GCA_965138445.1	PRJEB85433	SAMEA117660595	CBCSFL000000000.1	na	1785162	1785162	Pseudomonas reidholzensis	strain=type strain: CIP111525	CIP111525T	latest	Scaffold	Major	Full	2025-02-13	CIP111525T	Collection de l'Institut Pasteur	GCF_965138445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/445/GCA_965138445.1_CIP111525T	na	na	na	haploid	bacteria	6165406	6165071	64.000000	0	112	112	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	5584	5451	133	na
GCA_965139635.1	PRJEB85433	SAMEA117660613	CBCSIK000000000.1	na	1806892	1806892	Acinetobacter pragensis	strain=type strain: CIP111641	CIP111641T	latest	Scaffold	Major	Full	2025-02-13	CIP111641T	Collection de l'Institut Pasteur	GCF_965139635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/635/GCA_965139635.1_CIP111641T	na	na	na	haploid	bacteria	3676426	3676233	44.000000	0	35	35	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3542	3457	80	na
GCA_965139375.1	PRJEB85433	SAMEA117660548	CBCSFE000000000.1	na	1813019	1813019	Campylobacter hepaticus	strain=type strain: CIP111092	CIP111092T	latest	Contig	Major	Full	2025-02-13	CIP111092T	Collection de l'Institut Pasteur	GCF_965139375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/375/GCA_965139375.1_CIP111092T	na	assembly from type material	na	haploid	bacteria	1473217	1473217	28.000000	0	43	43	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	1525	1463	48	na
GCA_965139605.1	PRJEB85433	SAMEA117660617	CBCSGK000000000.1	na	1817405	1817405	Abyssicoccus albus	strain=type strain: CIP111652	CIP111652T	latest	Scaffold	Major	Full	2025-02-13	CIP111652T	Collection de l'Institut Pasteur	GCF_965139605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/605/GCA_965139605.1_CIP111652T	na	na	na	haploid	bacteria	1727915	1727812	34.000000	0	19	19	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	1794	1726	66	na
GCA_965137515.1	PRJEB85433	SAMEA117660577	CBCRZA000000000.1	na	1855823	1855823	Macrococcoides canis	strain=type strain: CIP111363	CIP111363T	latest	Scaffold	Major	Full	2025-02-12	CIP111363T	Collection de l'Institut Pasteur	GCF_965137515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/515/GCA_965137515.1_CIP111363T	na	na	na	haploid	bacteria	2277043	2277020	37.000000	0	29	29	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2443	2373	68	na
GCA_965137875.1	PRJEB85433	SAMEA117660564	CBCSBR000000000.1	na	1867263	1867263	Elizabethkingia occulta	strain=type strain: CIP111193	CIP111193T	latest	Scaffold	Major	Full	2025-02-13	CIP111193T	Collection de l'Institut Pasteur	GCF_965137875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/875/GCA_965137875.1_CIP111193T	na	assembly from type material	na	haploid	bacteria	4125000	4124990	35.500000	0	89	89	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3779	3718	54	na
GCA_900155575.1	PRJEB18928	SAMEA47263918	FTLO00000000.1	na	1870995	1870995	Actinotignum timonense	strain=type strain: Marseille-P2803	na	latest	Scaffold	Major	Full	2017-01-13	ASM90015557v1	URMITE	GCF_900155575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/575/GCA_900155575.1_ASM90015557v1	na	assembly from type material	na	haploid	bacteria	2295680	2287264	62.000000	0	19	48	na	na		0	0	0	na
GCA_900155735.1	PRJEB18804	SAMEA45751918	FTLU00000000.1	reference genome	1871029	1871029	Intestinibacillus massiliensis	strain=type strain: Marseille-P3216	na	latest	Scaffold	Major	Full	2017-01-14	ASM90015573v1	URMITE	GCF_900155735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/735/GCA_900155735.1_ASM90015573v1	na	assembly from type material	na	haploid	bacteria	2841380	2814054	59.500000	0	35	109	na	na		0	0	0	na
GCA_965138555.1	PRJEB85433	SAMEA117660565	CBCSEU000000000.1	na	1873484	1873484	Xenorhabdus thuongxuanensis	strain=type strain: CIP111194	CIP111194T	latest	Scaffold	Major	Full	2025-02-13	CIP111194T	Collection de l'Institut Pasteur	GCF_965138555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/555/GCA_965138555.1_CIP111194T	na	na	na	haploid	bacteria	3877551	3877199	43.000000	0	181	181	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	3526	3404	119	na
GCA_965136485.1	PRJEB85433	SAMEA117660612	CBCRUU000000000.1	na	1891224	1891224	Acinetobacter celticus	strain=type strain: CIP111639	CIP111639T	latest	Contig	Major	Full	2025-02-12	CIP111639T	Collection de l'Institut Pasteur	GCF_965136485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/485/GCA_965136485.1_CIP111639T	na	na	na	haploid	bacteria	3089848	3089848	39.500000	0	28	28	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2983	2901	75	na
GCA_965137155.1	PRJEB85433	SAMEA117660608	CBCRZX000000000.1	reference genome	1892856	1892856	Stackebrandtia soli	strain=type strain: CIP111631	CIP111631T	latest	Scaffold	Major	Full	2025-02-12	CIP111631T	Collection de l'Institut Pasteur	GCF_965137155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/155/GCA_965137155.1_CIP111631T	na	na	na	haploid	bacteria	5060237	5059708	67.500000	0	97	97	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	4796	4735	59	na
GCA_965139455.1	PRJEB85433	SAMEA117660603	CBCSIX000000000.1	na	1907578	1907578	Lelliottia jeotgali	strain=type strain: CIP111609	CIP111609T	latest	Scaffold	Major	Full	2025-02-13	CIP111609T	Collection de l'Institut Pasteur	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/455/GCA_965139455.1_CIP111609T	unverified source organism	na	na	haploid	bacteria	4766836	4766335	54.000000	0	38	38	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4640	4473	162	na
GCA_965138535.1	PRJEB85433	SAMEA117660562	CBCSEO000000000.1	na	1917180	1917180	Mesobacillus zeae	strain=type strain: CIP111188	CIP111188T	latest	Scaffold	Major	Full	2025-02-13	CIP111188T	Collection de l'Institut Pasteur	GCF_965138535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/535/GCA_965138535.1_CIP111188T	na	na	na	haploid	bacteria	4236943	4236911	43.500000	0	67	67	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4388	4273	111	na
